Time,Entry Location,Entry,Enabled,Category,Profile,Description,Company,Image Path,Version,Launch String
12/09/2016 12:34:35,HKLM\System\CurrentControlSet\Control\Terminal Server\Wds\rdpwd\StartupPrograms,,,Logon,System-wide,,,,,
16/07/2016 14:18:20,HKLM\System\CurrentControlSet\Control\Terminal Server\Wds\rdpwd\StartupPrograms,rdpclip,enabled,Logon,System-wide,RDP Clipboard Monitor,Microsoft Corporation,C:\Windows\system32\rdpclip.exe,10.0.14393.0,rdpclip
25/07/2026 00:09:12,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell,,,Logon,System-wide,,,,,
16/07/2016 14:18:56,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell,explorer.exe,enabled,Logon,System-wide,Windows Explorer,Microsoft Corporation,C:\Windows\explorer.exe,10.0.14393.0,explorer.exe
25/07/2026 00:02:58,HKLM\SYSTEM\CurrentControlSet\Control\SafeBoot\AlternateShell,,,Logon,System-wide,,,,,
16/07/2016 14:18:48,HKLM\SYSTEM\CurrentControlSet\Control\SafeBoot\AlternateShell,cmd.exe,enabled,Logon,System-wide,Windows Command Processor,Microsoft Corporation,C:\Windows\system32\cmd.exe,10.0.14393.0,cmd.exe
25/07/2026 00:09:12,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\UserInit,,,Logon,System-wide,,,,,
16/07/2016 14:18:42,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\UserInit,C:\Windows\system32\userinit.exe,enabled,Logon,System-wide,Userinit Logon Application,Microsoft Corporation,C:\Windows\system32\userinit.exe,10.0.14393.0,C:\Windows\system32\userinit.exe
25/07/2026 00:09:12,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\VmApplet,,,Logon,System-wide,,,,,
16/07/2016 14:18:47,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\VmApplet,SystemPropertiesPerformance.exe /pagefile,enabled,Logon,System-wide,Change Computer Performance Settings,Microsoft Corporation,C:\Windows\system32\SystemPropertiesPerformance.exe,10.0.14393.0,SystemPropertiesPerformance.exe /pagefile
16/07/2016 14:24:09,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AlternateShells\AvailableShells,,,Logon,System-wide,,,,,
16/07/2016 14:18:48,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AlternateShells\AvailableShells,30000,enabled,Logon,System-wide,Windows Command Processor,Microsoft Corporation,C:\Windows\system32\cmd.exe,10.0.14393.0,"cmd.exe /c ""cd /d ""%USERPROFILE%"" & start cmd.exe /k runonce.exe /AlternateShellStartup"""
16/07/2016 14:18:56,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AlternateShells\AvailableShells,60000,enabled,Logon,System-wide,Windows Explorer,Microsoft Corporation,C:\Windows\explorer.exe,10.0.14393.0,explorer.exe
16/07/2016 14:24:12,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,,,Logon,System-wide,,,,,
16/07/2016 14:19:18,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Applying Enhanced Security Configuration,enabled,Logon,System-wide,IOD Version Map,Microsoft Corporation,C:\Windows\System32\iesetup.dll,11.0.14393.0,"""C:\Windows\System32\iesetup.dll"""
16/07/2016 14:19:18,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Applying Enhanced Security Configuration,enabled,Logon,System-wide,IOD Version Map,Microsoft Corporation,C:\Windows\System32\iesetup.dll,11.0.14393.0,"""C:\Windows\System32\iesetup.dll"""
16/07/2016 14:20:00,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Microsoft Windows,enabled,Logon,System-wide,Windows Mail,Microsoft Corporation,C:\Program Files (x86)\Windows Mail\WinMail.exe,10.0.14393.0,"""C:\Program Files (x86)\Windows Mail\WinMail.exe"" OCInstallUserConfigOE"
16/07/2016 14:19:56,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Microsoft Windows Media Player,enabled,Logon,System-wide,Microsoft Windows Media Player Setup Utility,Microsoft Corporation,C:\Windows\system32\unregmp2.exe,12.0.14393.0,C:\Windows\system32\unregmp2.exe /ShowWMP
16/07/2016 14:19:56,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Microsoft Windows Media Player,enabled,Logon,System-wide,Microsoft Windows Media Player Setup Utility,Microsoft Corporation,C:\Windows\system32\unregmp2.exe,12.0.14393.0,C:\Windows\system32\unregmp2.exe /FirstLogon
16/07/2016 14:18:08,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,n/a,enabled,Logon,System-wide,Microsoft .NET IE SECURITY REGISTRATION,Microsoft Corporation,C:\Windows\System32\mscories.dll,2.0.50727.8745,C:\Windows\System32\mscories.dll
16/07/2016 14:18:56,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Themes Setup,enabled,Logon,System-wide,Windows Theme API,Microsoft Corporation,C:\Windows\system32\themeui.dll,10.0.14393.0,themeui.dll
16/07/2016 14:19:18,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Web Platform Customizations,enabled,Logon,System-wide,IE Per-User Initialization Utility,Microsoft Corporation,C:\Windows\System32\ie4uinit.exe,11.0.14393.0,C:\Windows\System32\ie4uinit.exe -UserConfig
16/07/2016 14:18:49,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Windows Desktop Update,enabled,Logon,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,shell32.dll
25/07/2026 00:02:57,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows\IconServiceLib,,,Logon,System-wide,,,,,
16/07/2016 14:18:59,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows\IconServiceLib,IconCodecService.dll,enabled,Logon,System-wide,Converts a PNG part of the icon to a legacy bmp icon,Microsoft Corporation,C:\Windows\system32\IconCodecService.dll,10.0.14393.0,IconCodecService.dll
16/07/2016 14:24:08,HKLM\SOFTWARE\Wow6432Node\Microsoft\Active Setup\Installed Components,,,Logon,System-wide,,,,,
16/07/2016 14:19:58,HKLM\SOFTWARE\Wow6432Node\Microsoft\Active Setup\Installed Components,Microsoft Windows,enabled,Logon,System-wide,Windows Mail,Microsoft Corporation,C:\Program Files\Windows Mail\WinMail.exe,10.0.14393.0,"""C:\Program Files (x86)\Windows Mail\WinMail.exe"" OCInstallUserConfigOE"
16/07/2016 14:20:10,HKLM\SOFTWARE\Wow6432Node\Microsoft\Active Setup\Installed Components,Microsoft Windows Media Player,enabled,Logon,System-wide,Microsoft Windows Media Player Setup Utility,Microsoft Corporation,C:\Windows\Syswow64\unregmp2.exe,12.0.14393.0,C:\Windows\system32\unregmp2.exe /ShowWMP
16/07/2016 14:20:10,HKLM\SOFTWARE\Wow6432Node\Microsoft\Active Setup\Installed Components,Microsoft Windows Media Player,enabled,Logon,System-wide,Microsoft Windows Media Player Setup Utility,Microsoft Corporation,C:\Windows\Syswow64\unregmp2.exe,12.0.14393.0,C:\Windows\system32\unregmp2.exe /FirstLogon
16/07/2016 14:18:08,HKLM\SOFTWARE\Wow6432Node\Microsoft\Active Setup\Installed Components,n/a,enabled,Logon,System-wide,Microsoft .NET IE SECURITY REGISTRATION,Microsoft Corporation,C:\Windows\System32\mscories.dll,2.0.50727.8745,C:\Windows\SysWOW64\mscories.dll
25/07/2026 00:02:57,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,,,Explorer,System-wide,,,,,
16/07/2016 14:18:56,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Bluetooth Authentication Agent SSO,enabled,Explorer,System-wide,Bluetooth Control Panel Applet,Microsoft Corporation,C:\Windows\System32\bthprops.cpl,10.0.14393.0,C:\Windows\System32\bthprops.cpl
16/07/2016 14:19:18,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Client Side Caching UI,enabled,Explorer,System-wide,Client Side Caching UI,Microsoft Corporation,C:\Windows\System32\cscui.dll,10.0.14393.0,C:\Windows\System32\cscui.dll
16/07/2016 14:19:58,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Device Stage Shell Extension,enabled,Explorer,System-wide,Device Stage Shell Extension,Microsoft Corporation,C:\Windows\system32\dxp.dll,10.0.14393.0,C:\Windows\system32\dxp.dll
16/07/2016 14:18:58,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,HomeGroup SSO,enabled,Explorer,System-wide,HomeGroup Control Panel,Microsoft Corporation,C:\Windows\System32\hgcpl.dll,10.0.14393.0,C:\Windows\System32\hgcpl.dll
16/07/2016 14:18:24,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Library Group Policy Shell Service Object,enabled,Explorer,System-wide,Microsoft WinRT Storage API,Microsoft Corporation,C:\Windows\system32\windows.storage.dll,10.0.14393.0,C:\Windows\system32\windows.storage.dll
16/07/2016 14:18:52,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Microsoft VolumeControlService Class,enabled,Explorer,System-wide,SCA Volume,Microsoft Corporation,C:\Windows\System32\SndVolSSO.dll,10.0.14393.0,C:\Windows\System32\SndVolSSO.dll
16/07/2016 14:18:47,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Network Tray SSO,enabled,Explorer,System-wide,Network System Icon,Microsoft Corporation,C:\Windows\System32\pnidui.dll,10.0.14393.0,C:\Windows\System32\pnidui.dll
16/07/2016 14:18:49,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,OneDrive network states cache SSO,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:18:49,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,PostBootReminder object,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:18:49,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Published Items Shell Service Object,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:18:48,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Security and Maintenance Shell Service Object,enabled,Explorer,System-wide,Security and Maintenance,Microsoft Corporation,C:\Windows\System32\Actioncenter.dll,10.0.14393.0,C:\Windows\System32\Actioncenter.dll
16/07/2016 14:18:50,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Setting Sync Monitor Shell Service Object,enabled,Explorer,System-wide,Setting Synchronization Change Monitor,Microsoft Corporation,C:\Windows\system32\SettingMonitor.dll,10.0.14393.0,C:\Windows\system32\SettingMonitor.dll
16/07/2016 14:18:50,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Setting Sync WLS Notifier Shell Service Object,enabled,Explorer,System-wide,Setting Synchronization Change Monitor,Microsoft Corporation,C:\Windows\system32\SettingMonitor.dll,10.0.14393.0,C:\Windows\system32\SettingMonitor.dll
16/07/2016 14:18:49,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,ShellFolder for CD Burning,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:19:59,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Sync Center Shell Service Object (Internal),enabled,Explorer,System-wide,Microsoft Sync Center,Microsoft Corporation,C:\Windows\System32\SyncCenter.dll,10.0.14393.0,C:\Windows\System32\SyncCenter.dll
16/07/2016 14:18:56,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,UnexpectedShutdownReason,enabled,Explorer,System-wide,Systray shell service object,Microsoft Corporation,C:\Windows\system32\stobject.dll,10.0.14393.0,C:\Windows\system32\stobject.dll
16/07/2016 14:18:48,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,User Account Control Check Service,enabled,Explorer,System-wide,Security and Maintenance Providers,Microsoft Corporation,C:\Windows\System32\hcproviders.dll,10.0.14393.0,C:\Windows\System32\hcproviders.dll
16/07/2016 14:18:47,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,WebCheck,enabled,Explorer,System-wide,Shell Doc Object and Control Library,Microsoft Corporation,C:\Windows\System32\shdocvw.dll,10.0.14393.0,C:\Windows\System32\shdocvw.dll
16/07/2016 14:19:18,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Windows Search Shell Service Object,enabled,Explorer,System-wide,Indexing Options,Microsoft Corporation,C:\Windows\System32\srchadmin.dll,7.0.14393.0,C:\Windows\System32\srchadmin.dll
16/07/2016 14:18:31,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Windows System Reset SSO,enabled,Explorer,System-wide,Windows System Reset Platform SSO,Microsoft Corporation,C:\Windows\System32\SystemResetPlatform\SystemResetSSO.dll,10.0.14393.0,C:\Windows\System32\SystemResetPlatform\SystemResetSSO.dll
16/07/2016 14:18:33,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Windows To Go Shell Service Object,enabled,Explorer,System-wide,Windows To Go Shell Service Object,Microsoft Corporation,C:\Windows\System32\pwsso.dll,10.0.14393.0,C:\Windows\System32\pwsso.dll
16/07/2016 14:19:56,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,WPDShServiceObj Class,enabled,Explorer,System-wide,Windows Portable Device Shell Service Object,Microsoft Corporation,C:\Windows\system32\wpdshserviceobj.dll,10.0.14393.0,C:\Windows\system32\wpdshserviceobj.dll
16/07/2016 14:24:57,HKLM\SOFTWARE\Classes\Protocols\Handler,,,Explorer,System-wide,,,,,
16/07/2016 14:19:18,HKLM\SOFTWARE\Classes\Protocols\Handler,about,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.14393.0,C:\Windows\System32\mshtml.dll
16/07/2016 14:18:55,HKLM\SOFTWARE\Classes\Protocols\Handler,cdl,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.14393.0,C:\Windows\System32\urlmon.dll
16/07/2016 14:19:58,HKLM\SOFTWARE\Classes\Protocols\Handler,dvd,enabled,Explorer,System-wide,ActiveX control for streaming video,Microsoft Corporation,C:\Windows\System32\msvidctl.dll,6.5.14393.0,C:\Windows\System32\msvidctl.dll
16/07/2016 14:18:55,HKLM\SOFTWARE\Classes\Protocols\Handler,file,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.14393.0,C:\Windows\System32\urlmon.dll
16/07/2016 14:18:55,HKLM\SOFTWARE\Classes\Protocols\Handler,ftp,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.14393.0,C:\Windows\System32\urlmon.dll
16/07/2016 14:18:55,HKLM\SOFTWARE\Classes\Protocols\Handler,http,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.14393.0,C:\Windows\System32\urlmon.dll
16/07/2016 14:18:55,HKLM\SOFTWARE\Classes\Protocols\Handler,https,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.14393.0,C:\Windows\System32\urlmon.dll
16/07/2016 14:18:35,HKLM\SOFTWARE\Classes\Protocols\Handler,its,enabled,Explorer,System-wide,Microsoft® InfoTech Storage System Library,Microsoft Corporation,C:\Windows\System32\itss.dll,10.0.14393.0,C:\Windows\System32\itss.dll
16/07/2016 14:19:18,HKLM\SOFTWARE\Classes\Protocols\Handler,javascript,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.14393.0,C:\Windows\System32\mshtml.dll
16/07/2016 14:18:55,HKLM\SOFTWARE\Classes\Protocols\Handler,local,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.14393.0,C:\Windows\System32\urlmon.dll
16/07/2016 14:19:18,HKLM\SOFTWARE\Classes\Protocols\Handler,mailto,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.14393.0,C:\Windows\System32\mshtml.dll
16/07/2016 14:18:37,HKLM\SOFTWARE\Classes\Protocols\Handler,mhtml,enabled,Explorer,System-wide,Microsoft Internet Messaging API Resources,Microsoft Corporation,C:\Windows\System32\inetcomm.dll,10.0.14393.0,C:\Windows\System32\inetcomm.dll
16/07/2016 14:18:55,HKLM\SOFTWARE\Classes\Protocols\Handler,mk,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.14393.0,C:\Windows\System32\urlmon.dll
16/07/2016 14:18:35,HKLM\SOFTWARE\Classes\Protocols\Handler,ms-its,enabled,Explorer,System-wide,Microsoft® InfoTech Storage System Library,Microsoft Corporation,C:\Windows\System32\itss.dll,10.0.14393.0,C:\Windows\System32\itss.dll
16/07/2016 14:19:18,HKLM\SOFTWARE\Classes\Protocols\Handler,res,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.14393.0,C:\Windows\System32\mshtml.dll
16/07/2016 14:18:24,HKLM\SOFTWARE\Classes\Protocols\Handler,tbauth,enabled,Explorer,System-wide,TBAuth protocol handler,Microsoft Corporation,C:\Windows\System32\tbauth.dll,10.0.14393.0,C:\Windows\System32\tbauth.dll
16/07/2016 14:19:58,HKLM\SOFTWARE\Classes\Protocols\Handler,tv,enabled,Explorer,System-wide,ActiveX control for streaming video,Microsoft Corporation,C:\Windows\System32\msvidctl.dll,6.5.14393.0,C:\Windows\System32\msvidctl.dll
16/07/2016 14:19:18,HKLM\SOFTWARE\Classes\Protocols\Handler,vbscript,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.14393.0,C:\Windows\System32\mshtml.dll
16/07/2016 14:18:24,HKLM\SOFTWARE\Classes\Protocols\Handler,windows.tbauth,enabled,Explorer,System-wide,TBAuth protocol handler,Microsoft Corporation,C:\Windows\System32\tbauth.dll,10.0.14393.0,C:\Windows\System32\tbauth.dll
16/07/2016 14:24:56,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,,,Explorer,System-wide,,,,,
16/07/2016 14:19:59,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,BriefcaseMenu,enabled,Explorer,System-wide,Windows Briefcase,Microsoft Corporation,C:\Windows\system32\syncui.dll,10.0.14393.0,C:\Windows\system32\syncui.dll
16/07/2016 14:19:28,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,EPP,enabled,Explorer,System-wide,Microsoft Security Client Shell Extension,Microsoft Corporation,C:\Program Files\Windows Defender\shellext.dll,4.10.14393.0,C:\Program Files\Windows Defender\shellext.dll
16/07/2016 14:18:49,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Open With,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:18:49,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Open With EncryptionMenu,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:18:49,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Sharing,enabled,Explorer,System-wide,Shell extensions for sharing,Microsoft Corporation,C:\Windows\system32\ntshrui.dll,10.0.14393.0,C:\Windows\system32\ntshrui.dll
16/07/2016 14:18:49,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Start Menu Pin,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:18:49,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Taskband Pin,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:24:56,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,,,Explorer,System-wide,,,,,
16/07/2016 14:18:33,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,EnhancedStorageShell,enabled,Explorer,System-wide,Windows Enhanced Storage Shell Extension DLL,Microsoft Corporation,C:\Windows\System32\EhStorShell.dll,10.0.14393.0,C:\Windows\System32\EhStorShell.dll
16/07/2016 14:19:28,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,EPP,enabled,Explorer,System-wide,Microsoft Security Client Shell Extension,Microsoft Corporation,C:\Program Files\Windows Defender\shellext.dll,4.10.14393.0,C:\Program Files\Windows Defender\shellext.dll
16/07/2016 14:19:56,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,Portable Devices Menu,enabled,Explorer,System-wide,Portable Devices Shell Extension,Microsoft Corporation,C:\Windows\system32\wpdshext.dll,10.0.14393.0,C:\Windows\system32\wpdshext.dll
16/07/2016 14:18:57,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,Previous Versions Property Page,enabled,Explorer,System-wide,Previous Versions property page,Microsoft Corporation,C:\Windows\system32\twext.dll,10.0.14393.0,C:\Windows\system32\twext.dll
16/07/2016 14:18:49,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,Sharing,enabled,Explorer,System-wide,Shell extensions for sharing,Microsoft Corporation,C:\Windows\system32\ntshrui.dll,10.0.14393.0,C:\Windows\system32\ntshrui.dll
16/07/2016 14:18:49,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,ShellFolder for CD Burning,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:19:58,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,VSSShellExt Class,enabled,Explorer,System-wide,VSS UI,Microsoft Corporation,C:\Windows\system32\vssui.dll,10.0.14393.0,C:\Windows\system32\vssui.dll
16/07/2016 14:24:56,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,,,Explorer,System-wide,,,,,
16/07/2016 14:19:59,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,BriefcasePage,enabled,Explorer,System-wide,Windows Briefcase,Microsoft Corporation,C:\Windows\system32\syncui.dll,10.0.14393.0,C:\Windows\system32\syncui.dll
16/07/2016 14:18:34,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,CryptoSignMenu,enabled,Explorer,System-wide,Crypto Shell Extensions,Microsoft Corporation,C:\Windows\system32\cryptext.dll,10.0.14393.0,C:\Windows\system32\cryptext.dll
16/07/2016 14:18:56,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,OLE DocFile Property Page,enabled,Explorer,System-wide,OLE DocFile Property Page,Microsoft Corporation,C:\Windows\system32\docprop.dll,10.0.14393.0,C:\Windows\system32\docprop.dll
16/07/2016 14:18:47,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,Security Shell Extension,enabled,Explorer,System-wide,Security Shell Extension,Microsoft Corporation,C:\Windows\system32\rshx32.dll,10.0.14393.0,C:\Windows\system32\rshx32.dll
16/07/2016 14:18:49,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,Summary Properties Page,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:24:56,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,,,Explorer,System-wide,,,,,
16/07/2016 14:19:18,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,Client Side Caching UI,enabled,Explorer,System-wide,Client Side Caching UI,Microsoft Corporation,C:\Windows\System32\cscui.dll,10.0.14393.0,C:\Windows\System32\cscui.dll
16/07/2016 14:18:49,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,CopyAsPathMenu,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:18:57,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,Previous Versions Property Page,enabled,Explorer,System-wide,Previous Versions property page,Microsoft Corporation,C:\Windows\system32\twext.dll,10.0.14393.0,C:\Windows\system32\twext.dll
16/07/2016 14:18:49,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,SendTo,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:18:49,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,Start Menu Pin,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:24:56,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\PropertySheetHandlers,,,Explorer,System-wide,,,,,
16/07/2016 14:19:18,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\PropertySheetHandlers,Client Side Caching UI,enabled,Explorer,System-wide,Client Side Caching UI,Microsoft Corporation,C:\Windows\System32\cscui.dll,10.0.14393.0,C:\Windows\System32\cscui.dll
16/07/2016 14:18:57,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\PropertySheetHandlers,Previous Versions Property Page,enabled,Explorer,System-wide,Previous Versions property page,Microsoft Corporation,C:\Windows\system32\twext.dll,10.0.14393.0,C:\Windows\system32\twext.dll
16/07/2016 14:24:56,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,,,Explorer,System-wide,,,,,
16/07/2016 14:18:49,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,EncryptionMenu,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.14393.0,C:\Windows\system32\shell32.dll
16/07/2016 14:19:28,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,EPP,enabled,Explorer,System-wide,Microsoft Security Client Shell Extension,Microsoft Corporation,C:\Program Files\Windows Defender\shellext.dll,4.10.14393.0,C:\Program Files\Windows Defender\shellext.dll
16/07/2016 14:19:18,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,Offline Files,enabled,Explorer,System-wide,Client Side Caching UI,Microsoft Corporation,C:\Windows\System32\cscui.dll,10.0.14393.0,C:\Windows\System32\cscui.dll
