
Sysinternals Autoruns v14.3 - Autostart program viewer
Copyright © 2002-2026 Mark Russinovich
Sysinternals - www.sysinternals.com

Time,Entry Location,Entry,Enabled,Category,Profile,Description,Company,Image Path,Version,Launch String
07/12/2019 09:15:08,HKLM\System\CurrentControlSet\Control\Terminal Server\Wds\rdpwd\StartupPrograms,,,Logon,System-wide,,,,,
25/07/2026 02:02:28,HKLM\System\CurrentControlSet\Control\Terminal Server\Wds\rdpwd\StartupPrograms,rdpclip,enabled,Logon,System-wide,RDP Clipboard Monitor,Microsoft Corporation,C:\Windows\system32\rdpclip.exe,10.0.19041.5965,rdpclip
25/07/2026 01:50:26,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,Logon,System-wide,,,,,
25/07/2026 02:01:12,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,SecurityHealth,enabled,Logon,System-wide,Windows Security notification icon,Microsoft Corporation,C:\Windows\system32\SecurityHealthSystray.exe,10.0.19041.4355,%windir%\system32\SecurityHealthSystray.exe
26/07/2026 17:34:25,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell,,,Logon,System-wide,,,,,
25/07/2026 02:00:30,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell,explorer.exe,enabled,Logon,System-wide,Windows Explorer,Microsoft Corporation,C:\Windows\explorer.exe,10.0.19041.6456,explorer.exe
07/12/2019 09:15:08,HKLM\SYSTEM\CurrentControlSet\Control\SafeBoot\AlternateShell,,,Logon,System-wide,,,,,
25/07/2026 02:01:08,HKLM\SYSTEM\CurrentControlSet\Control\SafeBoot\AlternateShell,cmd.exe,enabled,Logon,System-wide,Windows Command Processor,Microsoft Corporation,C:\Windows\system32\cmd.exe,10.0.19041.4355,cmd.exe
26/07/2026 17:34:25,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\UserInit,,,Logon,System-wide,,,,,
25/07/2026 02:01:21,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\UserInit,C:\Windows\system32\userinit.exe,enabled,Logon,System-wide,Userinit Logon Application,Microsoft Corporation,C:\Windows\system32\userinit.exe,10.0.19041.4355,C:\Windows\system32\userinit.exe
26/07/2026 17:34:25,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\VmApplet,,,Logon,System-wide,,,,,
07/12/2019 09:09:00,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\VmApplet,SystemPropertiesPerformance.exe /pagefile,enabled,Logon,System-wide,Change Computer Performance Settings,Microsoft Corporation,C:\Windows\system32\SystemPropertiesPerformance.exe,10.0.19041.1,SystemPropertiesPerformance.exe /pagefile
25/07/2026 16:44:27,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,,,Logon,System-wide,,,,,
01/08/2026 01:50:34,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Microsoft Edge,enabled,Logon,System-wide,Microsoft Edge Installer,Microsoft Corporation,C:\Program Files (x86)\Microsoft\Edge\Application\151.0.4129.59\Installer\setup.exe,151.0.4129.59,"""C:\Program Files (x86)\Microsoft\Edge\Application\151.0.4129.59\Installer\setup.exe"" --configure-user-settings --verbose-logging --system-level --msedge --channel=stable"
06/12/2019 21:28:00,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Microsoft Windows Media Player,enabled,Logon,System-wide,Microsoft Windows Media Player Setup Utility,Microsoft Corporation,C:\Windows\system32\unregmp2.exe,12.0.19041.1,C:\Windows\system32\unregmp2.exe /ShowWMP
06/12/2019 21:28:00,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Microsoft Windows Media Player,enabled,Logon,System-wide,Microsoft Windows Media Player Setup Utility,Microsoft Corporation,C:\Windows\system32\unregmp2.exe,12.0.19041.1,C:\Windows\system32\unregmp2.exe /FirstLogon
07/12/2019 09:10:05,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,n/a,enabled,Logon,System-wide,Microsoft .NET IE SECURITY REGISTRATION,Microsoft Corporation,C:\Windows\System32\mscories.dll,2.0.50727.9149,C:\Windows\System32\mscories.dll
25/07/2026 02:01:42,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Themes Setup,enabled,Logon,System-wide,Windows Theme API,Microsoft Corporation,C:\Windows\system32\themeui.dll,10.0.19041.5794,themeui.dll
25/07/2026 02:02:20,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Web Platform Customizations,enabled,Logon,System-wide,IE Per-User Initialization Utility,Microsoft Corporation,C:\Windows\System32\ie4uinit.exe,11.0.19041.5915,C:\Windows\System32\ie4uinit.exe -UserConfig
25/07/2026 02:01:26,HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components,Windows Desktop Update,enabled,Logon,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,shell32.dll
25/07/2026 02:18:23,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows\IconServiceLib,,,Logon,System-wide,,,,,
07/12/2019 09:08:55,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows\IconServiceLib,IconCodecService.dll,enabled,Logon,System-wide,Converts a PNG part of the icon to a legacy bmp icon,Microsoft Corporation,C:\Windows\system32\IconCodecService.dll,10.0.19041.1,IconCodecService.dll
25/07/2026 16:44:27,HKLM\SOFTWARE\Wow6432Node\Microsoft\Active Setup\Installed Components,,,Logon,System-wide,,,,,
06/12/2019 19:47:00,HKLM\SOFTWARE\Wow6432Node\Microsoft\Active Setup\Installed Components,Microsoft Windows Media Player,enabled,Logon,System-wide,Microsoft Windows Media Player Setup Utility,Microsoft Corporation,C:\Windows\Syswow64\unregmp2.exe,12.0.19041.1,C:\Windows\system32\unregmp2.exe /ShowWMP
06/12/2019 19:47:00,HKLM\SOFTWARE\Wow6432Node\Microsoft\Active Setup\Installed Components,Microsoft Windows Media Player,enabled,Logon,System-wide,Microsoft Windows Media Player Setup Utility,Microsoft Corporation,C:\Windows\Syswow64\unregmp2.exe,12.0.19041.1,C:\Windows\system32\unregmp2.exe /FirstLogon
07/12/2019 09:10:05,HKLM\SOFTWARE\Wow6432Node\Microsoft\Active Setup\Installed Components,n/a,enabled,Logon,System-wide,Microsoft .NET IE SECURITY REGISTRATION,Microsoft Corporation,C:\Windows\System32\mscories.dll,2.0.50727.9149,C:\Windows\SysWOW64\mscories.dll
07/12/2019 09:54:03,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,,,Explorer,System-wide,,,,,
25/07/2026 02:01:17,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Bluetooth Authentication Agent SSO,enabled,Explorer,System-wide,Bluetooth Control Panel Applet,Microsoft Corporation,C:\Windows\System32\bthprops.cpl,10.0.19041.5794,C:\Windows\System32\bthprops.cpl
25/07/2026 02:02:49,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Client Side Caching UI,enabled,Explorer,System-wide,Client Side Caching UI,Microsoft Corporation,C:\Windows\System32\cscui.dll,10.0.19041.5794,C:\Windows\System32\cscui.dll
25/07/2026 02:00:34,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Cloud Cache Invalidator SSO,enabled,Explorer,System-wide,Cloud Data Store,Microsoft Corporation,C:\Windows\System32\Windows.CloudStore.dll,10.0.19041.6280,C:\Windows\System32\Windows.CloudStore.dll
25/07/2026 02:02:17,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Device Stage Shell Extension,enabled,Explorer,System-wide,Device Stage Shell Extension,Microsoft Corporation,C:\Windows\system32\dxp.dll,10.0.19041.5794,C:\Windows\system32\dxp.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,HomeGroup SSO,enabled,Explorer,System-wide,HomeGroup Control Panel,Microsoft Corporation,C:\Windows\System32\hgcpl.dll,10.0.19041.5794,C:\Windows\System32\hgcpl.dll
25/07/2026 02:01:04,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Library Group Policy Shell Service Object,enabled,Explorer,System-wide,Microsoft WinRT Storage API,Microsoft Corporation,C:\Windows\system32\windows.storage.dll,10.0.19041.6456,C:\Windows\system32\windows.storage.dll
25/07/2026 02:01:17,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Microsoft VolumeControlService Class,enabled,Explorer,System-wide,SCA Volume,Microsoft Corporation,C:\Windows\System32\SndVolSSO.dll,10.0.19041.5848,C:\Windows\System32\SndVolSSO.dll
25/07/2026 02:01:37,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Network Tray SSO,enabled,Explorer,System-wide,Network System Icon,Microsoft Corporation,C:\Windows\System32\pnidui.dll,10.0.19041.5794,C:\Windows\System32\pnidui.dll
25/07/2026 02:01:26,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,OneDrive network states cache SSO,enabled,Explorer,System-wide,Windows.FileExplorer.Common,Microsoft Corporation,C:\Windows\System32\Windows.FileExplorer.Common.dll,10.0.19041.5848,C:\Windows\System32\Windows.FileExplorer.Common.dll
25/07/2026 02:01:26,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,PostBootReminder object,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:01:26,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Published Items Shell Service Object,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Security and Maintenance Shell Service Object,enabled,Explorer,System-wide,Security and Maintenance,Microsoft Corporation,C:\Windows\System32\Actioncenter.dll,10.0.19041.4355,C:\Windows\System32\Actioncenter.dll
25/07/2026 02:00:28,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Setting Sync Monitor Shell Service Object,enabled,Explorer,System-wide,Setting Synchronization Change Monitor,Microsoft Corporation,C:\Windows\system32\SettingMonitor.dll,10.0.19041.5794,C:\Windows\system32\SettingMonitor.dll
25/07/2026 02:01:26,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,ShellFolder for CD Burning,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:02:27,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Sync Center Shell Service Object (Internal),enabled,Explorer,System-wide,Microsoft Sync Center,Microsoft Corporation,C:\Windows\System32\SyncCenter.dll,10.0.19041.5794,C:\Windows\System32\SyncCenter.dll
25/07/2026 02:00:30,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,UnexpectedShutdownReason,enabled,Explorer,System-wide,Systray shell service object,Microsoft Corporation,C:\Windows\system32\stobject.dll,10.0.19041.5794,C:\Windows\system32\stobject.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,User Account Control Check Service,enabled,Explorer,System-wide,Security and Maintenance Providers,Microsoft Corporation,C:\Windows\System32\hcproviders.dll,10.0.19041.4355,C:\Windows\System32\hcproviders.dll
25/07/2026 02:01:26,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,WebCheck,enabled,Explorer,System-wide,Shell Doc Object and Control Library,Microsoft Corporation,C:\Windows\System32\shdocvw.dll,10.0.19041.5794,C:\Windows\System32\shdocvw.dll
25/07/2026 02:01:43,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Windows Search Shell Service Object,enabled,Explorer,System-wide,Indexing Options,Microsoft Corporation,C:\Windows\System32\srchadmin.dll,7.0.19041.5794,C:\Windows\System32\srchadmin.dll
25/07/2026 02:02:26,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Windows System Reset SSO,enabled,Explorer,System-wide,Windows System Reset Platform SSO,Microsoft Corporation,C:\Windows\System32\SystemResetPlatform\SystemResetSSO.dll,10.0.19041.3636,C:\Windows\System32\SystemResetPlatform\SystemResetSSO.dll
25/07/2026 02:02:25,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,Windows To Go Shell Service Object,enabled,Explorer,System-wide,Windows To Go Shell Service Object,Microsoft Corporation,C:\Windows\System32\pwsso.dll,10.0.19041.3636,C:\Windows\System32\pwsso.dll
25/07/2026 02:02:55,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects,WPDShServiceObj Class,enabled,Explorer,System-wide,Windows Portable Device Shell Service Object,Microsoft Corporation,C:\Windows\system32\wpdshserviceobj.dll,10.0.19041.5553,C:\Windows\system32\wpdshserviceobj.dll
07/12/2019 09:17:46,HKLM\SOFTWARE\Classes\Protocols\Handler,,,Explorer,System-wide,,,,,
25/07/2026 02:02:22,HKLM\SOFTWARE\Classes\Protocols\Handler,about,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.19041.6456,C:\Windows\System32\mshtml.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Classes\Protocols\Handler,cdl,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.19041.6456,C:\Windows\System32\urlmon.dll
25/07/2026 02:02:29,HKLM\SOFTWARE\Classes\Protocols\Handler,dvd,enabled,Explorer,System-wide,ActiveX control for streaming video,Microsoft Corporation,C:\Windows\System32\msvidctl.dll,6.5.19041.3636,C:\Windows\System32\msvidctl.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Classes\Protocols\Handler,file,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.19041.6456,C:\Windows\System32\urlmon.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Classes\Protocols\Handler,ftp,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.19041.6456,C:\Windows\System32\urlmon.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Classes\Protocols\Handler,http,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.19041.6456,C:\Windows\System32\urlmon.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Classes\Protocols\Handler,https,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.19041.6456,C:\Windows\System32\urlmon.dll
07/12/2019 09:09:39,HKLM\SOFTWARE\Classes\Protocols\Handler,its,enabled,Explorer,System-wide,Microsoft® InfoTech Storage System Library,Microsoft Corporation,C:\Windows\System32\itss.dll,10.0.19041.1,C:\Windows\System32\itss.dll
25/07/2026 02:02:22,HKLM\SOFTWARE\Classes\Protocols\Handler,javascript,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.19041.6456,C:\Windows\System32\mshtml.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Classes\Protocols\Handler,local,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.19041.6456,C:\Windows\System32\urlmon.dll
25/07/2026 02:02:22,HKLM\SOFTWARE\Classes\Protocols\Handler,mailto,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.19041.6456,C:\Windows\System32\mshtml.dll
25/07/2026 02:02:24,HKLM\SOFTWARE\Classes\Protocols\Handler,mhtml,enabled,Explorer,System-wide,Microsoft Internet Messaging API Resources,Microsoft Corporation,C:\Windows\System32\inetcomm.dll,10.0.19041.6280,C:\Windows\System32\inetcomm.dll
25/07/2026 02:01:31,HKLM\SOFTWARE\Classes\Protocols\Handler,mk,enabled,Explorer,System-wide,OLE32 Extensions for Win32,Microsoft Corporation,C:\Windows\System32\urlmon.dll,11.0.19041.6456,C:\Windows\System32\urlmon.dll
07/12/2019 09:09:39,HKLM\SOFTWARE\Classes\Protocols\Handler,ms-its,enabled,Explorer,System-wide,Microsoft® InfoTech Storage System Library,Microsoft Corporation,C:\Windows\System32\itss.dll,10.0.19041.1,C:\Windows\System32\itss.dll
25/07/2026 02:02:22,HKLM\SOFTWARE\Classes\Protocols\Handler,res,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.19041.6456,C:\Windows\System32\mshtml.dll
25/07/2026 02:00:38,HKLM\SOFTWARE\Classes\Protocols\Handler,tbauth,enabled,Explorer,System-wide,TBAuth protocol handler,Microsoft Corporation,C:\Windows\System32\tbauth.dll,10.0.19041.5794,C:\Windows\System32\tbauth.dll
25/07/2026 02:02:29,HKLM\SOFTWARE\Classes\Protocols\Handler,tv,enabled,Explorer,System-wide,ActiveX control for streaming video,Microsoft Corporation,C:\Windows\System32\msvidctl.dll,6.5.19041.3636,C:\Windows\System32\msvidctl.dll
25/07/2026 02:02:22,HKLM\SOFTWARE\Classes\Protocols\Handler,vbscript,enabled,Explorer,System-wide,Microsoft (R) HTML Viewer,Microsoft Corporation,C:\Windows\System32\mshtml.dll,11.0.19041.6456,C:\Windows\System32\mshtml.dll
25/07/2026 02:00:38,HKLM\SOFTWARE\Classes\Protocols\Handler,windows.tbauth,enabled,Explorer,System-wide,TBAuth protocol handler,Microsoft Corporation,C:\Windows\System32\tbauth.dll,10.0.19041.5794,C:\Windows\System32\tbauth.dll
07/12/2019 09:17:43,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,,,Explorer,System-wide,,,,,
25/07/2026 02:00:31,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,EPP,enabled,Explorer,System-wide,Microsoft Security Client Shell Extension,Microsoft Corporation,C:\Program Files\Windows Defender\shellext.dll,4.18.1907.16384,C:\Program Files\Windows Defender\shellext.dll
25/07/2026 02:01:26,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,ModernSharing,enabled,Explorer,System-wide,Shell extensions for sharing,Microsoft Corporation,C:\Windows\system32\ntshrui.dll,10.0.19041.5794,C:\Windows\system32\ntshrui.dll
25/07/2026 02:01:26,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Open With,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:01:26,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Open With EncryptionMenu,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:01:26,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Sharing,enabled,Explorer,System-wide,Shell extensions for sharing,Microsoft Corporation,C:\Windows\system32\ntshrui.dll,10.0.19041.5794,C:\Windows\system32\ntshrui.dll
25/07/2026 02:01:26,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Start Menu Pin,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:01:26,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,Taskband Pin,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:02:29,HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers,WorkFolders,enabled,Explorer,System-wide,Microsoft (C) Work Folders Shell Extension,Microsoft Corporation,C:\Windows\System32\WorkfoldersShell.dll,10.0.19041.4355,C:\Windows\System32\WorkfoldersShell.dll
07/12/2019 09:54:05,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,,,Explorer,System-wide,,,,,
25/07/2026 02:01:30,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,EnhancedStorageShell,enabled,Explorer,System-wide,Windows Enhanced Storage Shell Extension DLL,Microsoft Corporation,C:\Windows\System32\EhStorShell.dll,10.0.19041.3636,C:\Windows\System32\EhStorShell.dll
25/07/2026 02:00:31,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,EPP,enabled,Explorer,System-wide,Microsoft Security Client Shell Extension,Microsoft Corporation,C:\Program Files\Windows Defender\shellext.dll,4.18.1907.16384,C:\Program Files\Windows Defender\shellext.dll
25/07/2026 02:02:55,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,Portable Devices Menu,enabled,Explorer,System-wide,Portable Devices Shell Extension,Microsoft Corporation,C:\Windows\system32\wpdshext.dll,10.0.19041.5553,C:\Windows\system32\wpdshext.dll
25/07/2026 02:01:26,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,Previous Versions Property Page,enabled,Explorer,System-wide,Previous Versions property page,Microsoft Corporation,C:\Windows\system32\twext.dll,10.0.19041.4355,C:\Windows\system32\twext.dll
25/07/2026 02:01:26,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,Sharing,enabled,Explorer,System-wide,Shell extensions for sharing,Microsoft Corporation,C:\Windows\system32\ntshrui.dll,10.0.19041.5794,C:\Windows\system32\ntshrui.dll
25/07/2026 02:01:26,HKLM\Software\Classes\Drive\ShellEx\ContextMenuHandlers,ShellFolder for CD Burning,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
07/12/2019 09:54:05,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,,,Explorer,System-wide,,,,,
25/07/2026 02:01:25,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,CryptoSignMenu,enabled,Explorer,System-wide,Crypto Shell Extensions,Microsoft Corporation,C:\Windows\system32\cryptext.dll,10.0.19041.3636,C:\Windows\system32\cryptext.dll
25/07/2026 02:02:47,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,FCI Properties,enabled,Explorer,System-wide,Microsoft® File Server Resource Management Shell Extension,Microsoft Corporation,C:\Windows\System32\srmshell.dll,10.0.19041.3636,C:\Windows\System32\srmshell.dll
07/12/2019 09:09:07,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,OLE DocFile Property Page,enabled,Explorer,System-wide,OLE DocFile Property Page,Microsoft Corporation,C:\Windows\system32\docprop.dll,10.0.19041.1,C:\Windows\system32\docprop.dll
25/07/2026 02:02:15,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,Security Shell Extension,enabled,Explorer,System-wide,Security Shell Extension,Microsoft Corporation,C:\Windows\system32\rshx32.dll,10.0.19041.4355,C:\Windows\system32\rshx32.dll
25/07/2026 02:01:26,HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers,Summary Properties Page,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
07/12/2019 09:54:05,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,,,Explorer,System-wide,,,,,
25/07/2026 02:02:49,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,Client Side Caching UI,enabled,Explorer,System-wide,Client Side Caching UI,Microsoft Corporation,C:\Windows\System32\cscui.dll,10.0.19041.5794,C:\Windows\System32\cscui.dll
25/07/2026 02:01:26,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,CopyAsPathMenu,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:01:26,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,Previous Versions Property Page,enabled,Explorer,System-wide,Previous Versions property page,Microsoft Corporation,C:\Windows\system32\twext.dll,10.0.19041.4355,C:\Windows\system32\twext.dll
25/07/2026 02:01:26,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,SendTo,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:01:26,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers,Start Menu Pin,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
07/12/2019 09:54:05,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\PropertySheetHandlers,,,Explorer,System-wide,,,,,
25/07/2026 02:02:49,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\PropertySheetHandlers,Client Side Caching UI,enabled,Explorer,System-wide,Client Side Caching UI,Microsoft Corporation,C:\Windows\System32\cscui.dll,10.0.19041.5794,C:\Windows\System32\cscui.dll
25/07/2026 02:01:26,HKLM\Software\Classes\AllFileSystemObjects\ShellEx\PropertySheetHandlers,Previous Versions Property Page,enabled,Explorer,System-wide,Previous Versions property page,Microsoft Corporation,C:\Windows\system32\twext.dll,10.0.19041.4355,C:\Windows\system32\twext.dll
07/12/2019 09:54:05,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,,,Explorer,System-wide,,,,,
25/07/2026 02:01:26,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,EncryptionMenu,enabled,Explorer,System-wide,Windows Shell Common Dll,Microsoft Corporation,C:\Windows\system32\shell32.dll,10.0.19041.6456,C:\Windows\system32\shell32.dll
25/07/2026 02:00:31,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,EPP,enabled,Explorer,System-wide,Microsoft Security Client Shell Extension,Microsoft Corporation,C:\Program Files\Windows Defender\shellext.dll,4.18.1907.16384,C:\Program Files\Windows Defender\shellext.dll
25/07/2026 02:02:49,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,Offline Files,enabled,Explorer,System-wide,Client Side Caching UI,Microsoft Corporation,C:\Windows\System32\cscui.dll,10.0.19041.5794,C:\Windows\System32\cscui.dll
25/07/2026 02:01:26,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,Previous Versions Property Page,enabled,Explorer,System-wide,Previous Versions property page,Microsoft Corporation,C:\Windows\system32\twext.dll,10.0.19041.4355,C:\Windows\system32\twext.dll
25/07/2026 02:01:26,HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers,Sharing,enabled,Explorer,System-wide,Shell extensions for sharing,Microsoft Corporation,C:\Windows\system32\ntshrui.dll,10.0.19041.5794,C:\Windows\system32\ntshrui.dll
